Account ID,Account Name,Account Code,Description,Account Type,Mileage Rate,Mileage Unit,IsMileage,Account # ,Account Status,Currency,Parent Account,CF.ACCT#,CF.Hierarchy,CF.PNL ORDER,CF.ENTITY
4476661000000322067,Dues and Subscriptions,6710,,Other Expense,0.000,,false,,Active,USD,,,,,
4476661000000342035,CAR AND AUTO,6092,,Expense,0.000,,false,,Active,USD,,,,,
4476661000000199048,INSURANCE AUTO,6094,,Expense,0.000,,false,,Active,USD,CAR AND AUTO,,,,
4476661000000307020,Parking,6093,The parking fares you pay while on business trips can be recorded under this expense category.,Expense,0.000,,false,,Active,USD,CAR AND AUTO,,,,
4476661000000851163,Fuel/Mileage Expenses,FUEL,This category is for tracking all the mileage related expenses.,Expense,0.000,,false,,Active,USD,CAR AND AUTO,,,,
4476661000000440001,1009-BadDebt AR,SRVTM-1009,Contra Account for Bad Debt,Other Current Asset,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000000557618,6000-INCOME,SRVCH-6000,,Income,0.000,,false,,Active,USD,,6000,,,001-SRVCH
4476661000000000394,6212-Interest Income,SRVCH-6212,A percentage of your balances and deposits are given as interest to you by your banks and financial institutions. This interest is recorded into the interest income account.,Income,0.000,,false,,Active,USD,6000-INCOME,,,,001-SRVCH
4476661000001583112,6100-Sales,6100,Gross Receipts or Sales,Income,0.000,,false,,Active,USD,6000-INCOME,6100,A1,01,001-SRVCH
4476661000000557622,6199-Revenue Other,SRVCH-6199,,Other Income,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000557626,Cost of Services Sold,8900,,Cost Of Goods Sold,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000557632,EXPENSE TOT,7000,,Expense,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000557638,EXPENSE OTHER,6-6700,,Other Expense,0.000,,false,,Active,USD,,,,,
4476661000000645001,BMO Harris Credit Card 0924 - CODY,CC0111-0924,,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000000964022,1108-Assets from Cash Sales,1108,,Other Current Asset,0.000,,false,,Active,USD,,1101,,,001-SRVCH
4476661000001010191,Other Liabilities,9000.1,,Other Liability,0.000,,false,,Active,USD,,,,,
4476661000000082007,IDM LIABILITY,8302,BALANCE OWED,Other Liability,0.000,,false,,Inactive,USD,Other Liabilities,,,,
4476661000000155981,FCFCU HOME LOAN 1511,8-1511,,Other Liability,0.000,,false,,Active,USD,Other Liabilities,,,,
4476661000000155999,FCFCU HOME LOAN 2 1520,8-1520,,Other Liability,0.000,,false,,Active,USD,Other Liabilities,,,,
4476661000000200055,ADAMS IMMIGRATION,99999,,Other Liability,0.000,,false,,Active,USD,Other Liabilities,,,,
4476661000000235033,NELNETSTUDENT LOAN,9999NELNET,,Other Liability,0.000,,false,,Active,USD,Other Liabilities,,,,
4476661000001027530,1061-Guideline IRA Joel,FDRS-1061,,Other Asset,0.000,,false,,Active,USD,,,,,005-FOUNDERS
4476661000001015127,Clearing,5104,,Payment Clearing,0.000,,false,,Inactive,USD,,,,,
4476661000001009111,Stripe Fees,6080.1,,Expense,0.000,,false,,Active,USD,,,,,
4476661000001187872,1040-Webull,FDRS-1040,,Other Current Asset,0.000,,false,,Active,USD,,,,,005-FOUNDERS
4476661000001401104,Stock Bonus (No Tax Impact),6090.9,,Expense,0.000,,false,,Active,USD,,,,,
4476661000001501191,SUSPICOUS,99966,,Expense,0.000,,false,,Active,USD,,,,,
4476661000001501809,1012-CHASE SECURE BANKING,1012,,Bank,0.000,,false,9266,Active,USD,,,,,
4476661000001501837,BUS COMPLETE CHK,,,Bank,0.000,,false,2986,Inactive,USD,,,,,
4476661000001501945,FCFCU CHECKING,66153,,Bank,0.000,,false,66153,Inactive,USD,,,,,
4476661000001502617,Labcorp Debt,labcorp,,Other Current Liability,0.000,,false,,Active,USD,,,,,
4476661000001506010,Goods In Transit,SRVS-1500,An account which tracks your In Transit goods value.,Other Current Asset,0.000,,false,,Active,USD,,,,,004-SRVSHOP
4476661000001505688,6999-Equity Issuance,SRVCH-6999,,Other Income,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001505692,Equity Purchase Account,900001,,Expense,0.000,,false,,Active,USD,,,,,
4476661000001556055,7210-Square Fees,SRVCH-7210,,Income,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000000084919,7210B-Square Fees,SRVCH-7210B,,Income,0.000,,false,,Active,USD,7210-Square Fees,,,,001-SRVCH
4476661000001556059,1005-Square Cash Sales,SRVCH-1005,,Payment Clearing,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001668334,Chase 9651 Clearings,ch9651,,Bank,0.000,,false,,Inactive,USD,,,,,
4476661000001729247,2012-IDM DEPOSITS,SRVTM-2012,,Fixed Asset,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000001914059,Operation Expenses,7000.00,,Expense,0.000,,false,,Active,USD,,,new,,
4476661000001914065,Personnel,2000,,Expense,0.000,,false,,Active,USD,,,,,
4476661000001914071,Supplies,8920,,Expense,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001914077,Marketing & Advertising,7001,,Expense,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001914083,7800-Professional Services,7800,,Expense,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000001914089,8200-Maintenance & Repairs,8200,,Expense,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000001914786,Meals & Entertainment,MLES,,Expense,0.000,,false,,Active,USD,,,,,
4476661000002073061,Owner's Disbursement Expense,99990001,,Expense,0.000,,false,,Active,USD,,,,,
4476661000002572298,Disp. Cody,99990002,,Expense,0.000,,false,,Active,USD,Owner's Disbursement Expense,,,,
4476661000002572304,Disp. Treve,99990003,,Expense,0.000,,false,,Active,USD,Owner's Disbursement Expense,,,,
4476661000002572310,Disp. Carlos,99990004,,Expense,0.000,,false,,Active,USD,Owner's Disbursement Expense,,,,
4476661000002572316,Disp. Vianey,99990005,,Expense,0.000,,false,,Active,USD,Owner's Disbursement Expense,,,,
4476661000002102203,6150-Consulting,SRVTM-6150,,Income,0.000,,false,,Active,USD,,,,,002-SRVTM
4476661000002102295,SRV Equity Issuance Revenue.01,SRVEQUITY01,,Income,0.000,,false,,Inactive,USD,,,,,
4476661000002102305,'-Late Fee Income,0397,,Income,0.000,,false,,Inactive,USD,,,,,
4476661000002313023,IT and Software Expense,6040.1,,Expense,0.000,,false,,Active,USD,,,,,
4476661000002572418,Personal SPS - Capital One Credit Card 5178 (CLOSED),5178059535211016,"as of 01/24/2024
60 days behind
Past Due $254",Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000002572442,Personal - Capital One QuickSilver (CLOSED),4003448436998587,01/24/2024 - 90 DAYS BEHIND BALANCE 4736,Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000002728037,Personal - Amazon Store Card 8729,8729,"Amazon Store Card Account ending in: 8729
Total balance as of 12/31/2023: $1,285.07
Amount due as of 12/31/2023: $534.98",Credit Card,0.000,,false,,Inactive,USD,,,,,
4476661000002763771,4817 SD,FDRS-2001,Home Property,Fixed Asset,0.000,,false,,Active,USD,,4817SD,,,005-FOUNDERS
4476661000002885071,Travel,8500,,Expense,0.000,,false,,Active,USD,,,,,
4476661000002909075,Indiana Payments,4303.1,,Expense,0.000,,false,,Active,USD,,,,,
4476661000002992065,Insurance (Other than Health),7600,,Expense,0.000,,false,,Active,USD,,,,,
4476661000003686547,1002-Zoho Payments Clearing,SRVCH-1002,,Payment Clearing,0.000,,false,,Active,USD,,,,,001-SRVCH
4476661000004656027,1065-Zoho Payments Clearing,1065,,Payment Clearing,0.000,,false,,Active,USD,,,,,
4476661000009333001,Tax Paid Expense,,,Expense,0.000,,false,,Active,USD,,,,,
