Expense Date,Expense Description,Expense Account,Expense Account Code,Paid Through,Paid Through Account Code,Vendor,Vendor Number,Project Name,Entry Number,Currency Code,Exchange Rate,Is Inclusive Tax,Mileage Rate,Mileage Unit,Distance,Start Odometer Reading,End Odometer Reading,Mileage Type,Vehicle Name,Claimant Email,Tax Name,Tax Percentage,Tax Type,Item Tax Authority,Tax Amount,Expense Amount,Total,Reference#,Is Billable,Customer Name,Customer Number,Expense Reference ID,Recurrence Name,ExpenseReport Name,Is Reimbursable,TYPE
2024-03-31,DD *DOORDASH DASHMART,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,22,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.67,20.67,,false,,,5076739000000090419,,,false,
2024-01-22,ZOHO CORPORATION,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Zoho Corporation,VEN-5,,23,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000090441,,,false,
2024-02-11,ZOHO CORPORATION,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Zoho Corporation,VEN-5,,24,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000090463,,,false,
2024-03-31,DD *DOORDASH BURGERKIN,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,25,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.27,21.27,,false,,,5076739000000090485,,,false,
2024-02-11,ZOHO CORPORATION,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Zoho Corporation,VEN-5,,26,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000090507,,,false,
2024-02-13,ZOHO CORPORATION,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Zoho Corporation,VEN-5,,27,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000090529,,,false,
2024-01-05,DD *DOORDASH JACKINTHE,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,28,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,52.74,52.74,,false,,,5076739000000090551,,,false,
2024-04-01,DD *DOORDASH JACKINTHE,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,29,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.80,30.80,,false,,,5076739000000090573,,,false,
2024-04-02,TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,30,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.00,5.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000090611,,,false,
2024-01-08,SQ *TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,31,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,25.00,25.00,,false,,,5076739000000090643,,,false,
2024-04-02,TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,32,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.00,5.00,,false,,,5076739000000090665,,,false,
2024-01-15,TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,33,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,24.64,24.64,,false,,,5076739000000090687,,,false,
2024-04-02,TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,34,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.00,10.00,,false,,,5076739000000090709,,,false,
2024-03-30,TRANSFER TO SQUARE,P1500-SRV Drawing Account,P1500,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,35,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,238.75,238.75,,false,,,5076739000000090731,,,false,
2024-04-01,Amazon.com,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,36,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,14.22,14.22,,false,Servicios Rice-Velasquez,CUS-2,5076739000000090753,,,false,
2024-01-06,Amazon.com,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,37,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,19.81,19.81,,false,,,5076739000000090785,,,false,
2024-04-01,Amazon.com,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,38,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,32.54,32.54,,false,,,5076739000000090807,,,false,
2024-01-07,Amazon.com,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,39,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.10,8.10,,false,,,5076739000000090829,,,false,
2024-01-04,Amazon.com,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,40,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.61,13.61,,false,,,5076739000000090851,,,false,
2024-01-04,AMAZON.COM.PAYMENTS,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,41,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,62.81,62.81,,false,,,5076739000000090873,,,false,
2024-04-01,CHATGPT SUBSCRIPTION,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,OpenAi,VEN-9,,42,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000090905,,,false,
2024-04-01,MONEYGRAM ONLINE AUTOM,P9999-Loan Mart Title Loan Payable,P9999.00,P1103.2-SoFi Checking,P1103.2,MoneyGram,VEN-10,,43,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,62.99,62.99,,false,,,5076739000000090961,,,false,
2024-04-01,REMITLY* B24C4,P4982-Money Transfers To Joel,P4982,P1103.2-SoFi Checking,P1103.2,Remitly,VEN-11,,44,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,66.57,66.57,,false,,,5076739000000090993,,,false,
2024-01-28,REMITLY* ED00,P4982-Money Transfers To Joel,P4982,P1103.2-SoFi Checking,P1103.2,Remitly,VEN-11,,45,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,100.00,100.00,,false,,,5076739000000091029,,,false,
2024-01-12,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,46,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.39,21.39,,false,,,5076739000000091061,,,false,
2024-01-09,IN BIZ CONV. FEE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,IN BIZ Conv. Fee,VEN-13,,47,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,1.43,1.43,,false,Servicios Rice-Velasquez,CUS-2,5076739000000091103,,,false,
2024-01-06,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,48,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,16.66,16.66,,false,,,5076739000000091155,,,false,
2024-01-08,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,49,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.90,13.90,,false,,,5076739000000091177,,,false,
2024-01-05,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,50,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.55,8.55,,false,,,5076739000000091219,,,false,
2024-01-05,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,51,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.90,13.90,,false,,,5076739000000091241,,,false,
2024-01-08,Tesla Inc Supercharger,4020-Car-Automobile,4020,P1103.2-SoFi Checking,P1103.2,Tesla Inc Supercharger,VEN-14,,52,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,6.46,6.46,,false,,,5076739000000091273,,,false,
2024-01-07,IN BIZ CONV. FEE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,IN BIZ Conv. Fee,VEN-13,,53,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,1.43,1.43,,false,Servicios Rice-Velasquez,CUS-2,5076739000000091305,,,false,
2024-01-07,ALLSTATE    *PAYMENT,4021-Car/Auto Insurance,4021,P1103.2-SoFi Checking,P1103.2,Allstate,VEN-15,,54,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,487.08,487.08,,false,,,5076739000000091353,,,false,
2024-01-06,INDIANA SECRETARY OF S,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Indiana Secretary of State,VEN-16,,55,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,95.00,95.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000091395,,,false,
2024-01-06,WU *1227414982,P4982-Money Transfers To Joel,P4982,P1103.2-SoFi Checking,P1103.2,Western Union,VEN-17,,56,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,275.68,275.68,,false,,,5076739000000091437,,,false,
2024-01-06,BURGER KING #11212,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Burger King,VEN-18,,57,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,33.87,33.87,,false,,,5076739000000091479,,,false,
2024-02-18,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,58,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.39,21.39,,false,,,5076739000000091511,,,false,
2024-02-18,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,59,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.90,13.90,,false,,,5076739000000091533,,,false,
2024-03-07,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,60,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.55,8.55,,false,,,5076739000000091555,,,false,
2024-02-18,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,61,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,16.04,16.04,,false,,,5076739000000091577,,,false,
2024-03-08,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,62,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,14.99,14.99,,false,,,5076739000000091599,,,false,
2024-02-18,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,63,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.69,10.69,,false,,,5076739000000091621,,,false,
2024-01-15,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,64,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,7.99,7.99,,false,,,5076739000000091643,,,false,
2024-02-19,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,65,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.69,10.69,,false,,,5076739000000091665,,,false,
2024-03-09,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,66,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,2.13,2.13,,false,,,5076739000000091687,,,false,
2024-02-19,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,67,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.69,10.69,,false,,,5076739000000091709,,,false,
2024-03-17,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,68,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,0.99,0.99,,false,,,5076739000000091731,,,false,
2024-02-20,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,69,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.55,8.55,,false,,,5076739000000091793,,,false,
2024-01-19,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,70,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.99,9.99,,false,,,5076739000000091815,,,false,
2024-02-23,APPLE.COM/BILL,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Apple.com/Bill,VEN-12,,71,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,2.13,2.13,,false,,,5076739000000091837,,,false,
2024-03-31,Amazon,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,72,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.21,20.21,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092003,,,false,
2024-03-29,Amazon,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,73,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,44.14,44.14,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092035,,,false,
2024-03-29,Amazon,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,74,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,79.15,79.15,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092057,,,false,
2024-03-30,Amazon Prime,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,75,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,139.00,139.00,,false,,,5076739000000092079,,,false,
2024-03-30,Prime Video Channels,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,76,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.99,5.99,,false,,,5076739000000092101,,,false,
2024-03-29,Domino's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Dominos,VEN-19,,77,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,55.10,55.10,,false,,,5076739000000092143,,,false,
2024-03-29,Financial Center Fi,P2602-FCFCU Mortgage 2,P2602,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,78,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,219.23,219.23,,false,,,5076739000000092191,,,false,
2024-01-01,SERVICE FEE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,US Treas Tax Pymt,VEN-21,,79,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,2.50,2.50,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092235,,,false,
2024-01-01,US TREAS TAX PYMT,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,US Treas Tax Pymt,VEN-21,,80,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,642.00,642.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092257,,,false,
2024-01-02,FIN CTR ECM WEB,P2601-FCFCU Mortgage 1,P2601,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,81,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,1244.09,1244.09,,false,SRV Property Management LLC,CUS-3,5076739000000092295,,,false,
2024-01-05,FIN CTR ECM WEB,P2601-FCFCU Mortgage 1,P2601,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,82,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,1244.09,1244.09,,false,,,5076739000000092327,,,false,
2024-01-02,FIN CTR ECM WEB,P2602-FCFCU Mortgage 2,P2602,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,83,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,211.23,211.23,,false,,,5076739000000092349,,,false,
2024-01-03,GOOGLE *SVCScjr-co.com,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Google,VEN-22,,84,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,11.85,11.85,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092381,,,false,
2024-01-03,GOOGLE *GSUITE_cjr-co.,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Google,VEN-22,,85,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,12.00,12.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092413,,,false,
2024-01-03,MURF.AI,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Murf.AI,VEN-23,,86,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,39.00,39.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092445,,,false,
2024-01-03,Check Paid,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Indiana Secretary of State,VEN-16,,87,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,2.00,2.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092477,,,false,
2024-01-04,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,88,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,15.82,15.82,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092499,,,false,
2024-01-05,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,89,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,28.91,28.91,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092529,,,false,
2024-01-04,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,90,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,77.25,77.25,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092551,,,false,
2024-01-04,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,91,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,44.47,44.47,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092573,,,false,
2024-01-04,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,92,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,71.69,71.69,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092595,,,false,
2024-01-04,AMZN Mktp US,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,93,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.50,30.50,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092617,,,false,
2024-03-29,Financial Center Fi,P2602-FCFCU Mortgage 2,P2602,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,94,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,310.00,310.00,,false,,,5076739000000092639,,,false,
2024-03-27,BP#9472747MITTHOEFFER,4020-Car-Automobile,4020,P1103.2-SoFi Checking,P1103.2,bp,VEN-24,,95,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.03,20.03,,false,,,5076739000000092671,,,false,
2024-03-23,ONLYFANS.COM*A,P4890-Entertainment,P4890,P1103.2-SoFi Checking,P1103.2,Only Fans,VEN-25,,96,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.00,5.00,,false,,,5076739000000092709,,,false,
2024-01-04,ONLYFANS.COM*A,P4890-Entertainment,P4890,P1103.2-SoFi Checking,P1103.2,Only Fans,VEN-25,,97,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.00,8.00,,false,,,5076739000000092739,,,false,
2024-03-11,TAQUERIA VERACRUZ,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Taqueria Veracruz,VEN-26,,98,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.00,8.00,,false,,,5076739000000092771,,,false,
