date,account_name,transaction_details,transaction_id,reference_transaction_id,offset_account_id,offset_account_type,transaction_type,reference_number,entity_number,debit,credit,net_amount,contact_id,account_id,project_ids,currency_code,account_group,account_type
2024-10-04,1104-SRV1,"5300-Cost of Goods Sold (COGS)
Vendor Name : BMV",5076739000000525315,,5076739000000034003,cost_of_goods_sold,expense,,,,97.34,-97.34,5076739000000525303,5076739000000198007,,USD,asset,bank
2024-10-04,1104-SRV1,"P4810-Groceries
Vendor Name : Village Pantry",5076739000000525347,,5076739000000089495,expense,expense,,,,59.34,-59.34,5076739000000354184,5076739000000198007,,USD,asset,bank
2024-10-04,1104-SRV1,"4904-IT and Internet Expenses
Vendor Name : Otter.ai",5076739000000525391,,5076739000000000427,expense,expense,,,,16.99,-16.99,5076739000000525379,5076739000000198007,,USD,asset,bank
2024-10-05,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502187,,5076739000000000442,expense,expense,,,,10.69,-10.69,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-05,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502253,,5076739000000000442,expense,expense,,,,83.61,-83.61,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-05,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502297,,5076739000000000442,expense,expense,,,,68.44,-68.44,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-05,1104-SRV1,"4800-Travel Expense
Vendor Name : Motel 6",5076739000000525435,,5076739000000000418,expense,expense,,,,40,-40,5076739000000525423,5076739000000198007,,USD,asset,bank
2024-10-06,1104-SRV1,Square Clearing,5076739000000470223,,5076739000000364116,payment_clearing,transfer_fund,,,48.6,,48.6,-1,5076739000000198007,,USD,asset,bank
2024-10-06,1104-SRV1,"4804-Deductible Meals
Vendor Name : DD *Doordash",5076739000000502499,,5076739000000000448,expense,expense,,,,2.41,-2.41,5076739000000090135,5076739000000198007,,USD,asset,bank
2024-10-06,1104-SRV1,"4800-Travel Expense
Vendor Name : Uber",5076739000000502573,,5076739000000000418,expense,expense,,,,19.87,-19.87,5076739000000093093,5076739000000198007,,USD,asset,bank
2024-10-06,1104-SRV1,"4800-Travel Expense
Vendor Name : Uber",5076739000000502615,,5076739000000000418,expense,expense,,,,15.2,-15.2,5076739000000093093,5076739000000198007,,USD,asset,bank
2024-10-06,1104-SRV1,P1102-Undeposited Funds,5076739000000516077,,5076739000000000358,cash,deposit,,,19.65,,19.65,-1,5076739000000198007,,USD,asset,bank
2024-10-07,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502659,,5076739000000000442,expense,expense,,,,16.04,-16.04,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-07,1104-SRV1,4800-Travel Expense,5076739000000525467,,5076739000000000418,expense,expense_refund,,,40,,40,5076739000000525423,5076739000000198007,,USD,asset,bank
2024-10-08,1104-SRV1,Square Clearing,5076739000000476075,,5076739000000364116,payment_clearing,transfer_fund,,,179.46,,179.46,-1,5076739000000198007,,USD,asset,bank
2024-10-08,1104-SRV1,"4904-IT and Internet Expenses
Vendor Name : OpenAi",5076739000000502841,,5076739000000000427,expense,expense,,,,30,-30,5076739000000090895,5076739000000198007,,USD,asset,bank
2024-10-09,1104-SRV1,4700-Taxes-Licenses,5076739000000502729,,5076739000000227001,expense,expense,,,,10,-10,-1,5076739000000198007,,USD,asset,bank
2024-10-10,1104-SRV1,"4700-Taxes-Licenses
Vendor Name : IN BIZ Conv. Fee",5076739000000502363,,5076739000000227001,expense,expense,,,,1,-1,5076739000000091093,5076739000000198007,,USD,asset,bank
2024-10-10,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502407,,5076739000000000442,expense,expense,,,,24.86,-24.86,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-10,1104-SRV1,"4201-Office Supplies
Vendor Name : Affirm",5076739000000525511,,5076739000000000442,expense,expense,,,,10,-10,5076739000000525499,5076739000000198007,,USD,asset,bank
2024-10-11,1104-SRV1,Square Clearing,5076739000000479095,,5076739000000364116,payment_clearing,transfer_fund,,,53.76,,53.76,-1,5076739000000198007,,USD,asset,bank
2024-10-11,1104-SRV1,"4800-Travel Expense
Vendor Name : Uber",5076739000000502319,,5076739000000000418,expense,expense,,,,56.17,-56.17,5076739000000093093,5076739000000198007,,USD,asset,bank
2024-10-11,1104-SRV1,"4904-IT and Internet Expenses
Vendor Name : SquareSpace",5076739000000525543,,5076739000000000427,expense,expense,,,,14,-14,5076739000000216053,5076739000000198007,,USD,asset,bank
2024-10-12,1104-SRV1,"4201-Office Supplies
Vendor Name : Amazon",5076739000000502077,,5076739000000000442,expense,expense,,,,10.26,-10.26,5076739000000090007,5076739000000198007,,USD,asset,bank
2024-10-12,1104-SRV1,"5300-Cost of Goods Sold (COGS)
Vendor Name : Tesla Inc Supercharger",5076739000000502099,,5076739000000034003,cost_of_goods_sold,expense,,,,14.13,-14.13,5076739000000091263,5076739000000198007,,USD,asset,bank
2024-10-13,1104-SRV1,P4890-Entertainment,5076739000000525565,,5076739000000092693,expense,expense,,,,70,-70,-1,5076739000000198007,,USD,asset,bank
2024-10-16,1104-SRV1,4203-Software Subscription,5076739000000525627,,5076739000000155001,expense,expense,,,,1.07,-1.07,-1,5076739000000198007,,USD,asset,bank
2024-10-18,1104-SRV1,"5105P-Dues and Subscriptions
Vendor Name : Apple.com/Bill",5076739000000516023,,5076739000000089445,other_expense,expense,,,,9.99,-9.99,5076739000000091051,5076739000000198007,,USD,asset,bank
2024-10-19,1104-SRV1,"4804-Deductible Meals
Vendor Name : Pizza Hut",5076739000000525585,,5076739000000000448,expense,expense,,,,45.19,-45.19,5076739000000092997,5076739000000198007,,USD,asset,bank
2024-10-19,1104-SRV1,P1103.5-Spend everyday spending,5076739000000525607,,5076739000000168751,bank,transfer_fund,,,,38.2,-38.2,-1,5076739000000198007,,USD,asset,bank
2024-10-20,1104-SRV1,P1102-Undeposited Funds,5076739000000516045,,5076739000000000358,cash,deposit,,,14.74,,14.74,-1,5076739000000198007,,USD,asset,bank
2024-10-22,1104-SRV1,Square Clearing,5076739000000520081,,5076739000000364116,payment_clearing,transfer_fund,,,45.56,,45.56,-1,5076739000000198007,,USD,asset,bank
2024-10-22,1104-SRV1,"5105P-Dues and Subscriptions
Vendor Name : Apple.com/Bill",5076739000000525059,,5076739000000089445,other_expense,expense,,,,13.9,-13.9,5076739000000091051,5076739000000198007,,USD,asset,bank
2024-10-24,1104-SRV1,Square Clearing,5076739000000528081,,5076739000000364116,payment_clearing,transfer_fund,,,87.92,,87.92,-1,5076739000000198007,,USD,asset,bank
2024-10-24,1104-SRV1,"5102-Postage
Vendor Name : PostScan Mail",5076739000000533003,,5076739000000000436,expense,expense,,,,20,-20,5076739000000209319,5076739000000198007,,USD,asset,bank
2024-10-24,1104-SRV1,P1102-Undeposited Funds,5076739000000533025,,5076739000000000358,cash,transfer_fund,,,,45,-45,-1,5076739000000198007,,USD,asset,bank
2024-10-24,1104-SRV1,P1102-Undeposited Funds,5076739000000533045,,5076739000000000358,cash,transfer_fund,,,,69.32,-69.32,-1,5076739000000198007,,USD,asset,bank
2024-10-26,1104-SRV1,P1102-Undeposited Funds,5076739000000533065,,5076739000000000358,cash,deposit,,,39.3,,39.3,-1,5076739000000198007,,USD,asset,bank
2024-10-26,1104-SRV1,P1102-Undeposited Funds,5076739000000533087,,5076739000000000358,cash,transfer_fund,,,,39.3,-39.3,-1,5076739000000198007,,USD,asset,bank
2024-10-11,3040-Discount,Square Customer,5076739000000479003,,,,invoice,,Square-000012,13.8,,13.8,5076739000000364068,5076739000000000406,,USD,income,income
2024-10-22,3040-Discount,Square Customer,5076739000000520003,,,,invoice,,Square-000013,14.75,,14.75,5076739000000364068,5076739000000000406,,USD,income,income
2024-10-24,3040-Discount,Square Customer,5076739000000528003,,,,invoice,,Square-000014,23.89,,23.89,5076739000000364068,5076739000000000406,,USD,income,income
2024-10-02,3110-Square Sales,Square Customer,5076739000000466063,,,,invoice,,Square-000009,,100,-100,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-06,3110-Square Sales,Square Customer,5076739000000470157,,,,invoice,,Square-000010,,50,-50,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-08,3110-Square Sales,Square Customer,5076739000000476003,,,,invoice,,Square-000011,,358,-358,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-11,3110-Square Sales,Square Customer,5076739000000479003,,,,invoice,,Square-000012,,69,-69,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-22,3110-Square Sales,Square Customer,5076739000000520003,,,,invoice,,Square-000013,,59,-59,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-24,3110-Square Sales,Square Customer,5076739000000528003,,,,invoice,,Square-000014,,118,-118,5076739000000364068,5076739000000364059,,USD,income,income
2024-10-01,3210-RENTAL INCOME,Luis A Palacios De La Rosa,5076739000000465265,,,,invoice,,INV-000019,,560,-560,5076739000000378923,5076739000000364150,,USD,income,income
2024-10-01,3210-RENTAL INCOME,Zaitullah Jan Khebarkhil,5076739000000465297,,,,invoice,,INV-000020,,560,-560,5076739000000150003,5076739000000364150,,USD,income,income
2024-10-01,3210-RENTAL INCOME,TREVE,5076739000000465135,,,,invoice,,INV-000016,,560,-560,5076739000000364495,5076739000000364150,,USD,income,income
2024-10-01,3210-RENTAL INCOME,JOEL ENHAN RICE-VELASQUEZ,5076739000000465375,,,,invoice,,INV-000021,,560,-560,5076739000000465351,5076739000000364150,,USD,income,income
2024-10-10,4021-Car/Auto Insurance,P1103.4-SoFi Checking,5076739000000525815,,5076739000000168543,bank,expense_refund,,,,882.35,-882.35,5076739000000353442,5076739000000091337,,USD,expense,expense
2024-10-03,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502385,,5076739000000198007,bank,expense,,,6.2,,6.2,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-04,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502121,,5076739000000198007,bank,expense,,,48.15,,48.15,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-04,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502165,,5076739000000198007,bank,expense,,,213.99,,213.99,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-05,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502187,,5076739000000198007,bank,expense,,,10.69,,10.69,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-05,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502253,,5076739000000198007,bank,expense,,,83.61,,83.61,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-05,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502297,,5076739000000198007,bank,expense,,,68.44,,68.44,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-07,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502659,,5076739000000198007,bank,expense,,,16.04,,16.04,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-10,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502407,,5076739000000198007,bank,expense,,,24.86,,24.86,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-10,4201-Office Supplies,"1104-SRV1
Vendor Name : Affirm",5076739000000525511,,5076739000000198007,bank,expense,,,10,,10,5076739000000525499,5076739000000000442,,USD,expense,expense
2024-10-12,4201-Office Supplies,"1104-SRV1
Vendor Name : Amazon",5076739000000502077,,5076739000000198007,bank,expense,,,10.26,,10.26,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-13,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000487001,,5076739000000168543,bank,expense,,,71.26,,71.26,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-15,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000489019,,5076739000000168543,bank,expense,,,58.66,,58.66,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-21,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000518041,,5076739000000168543,bank,expense,,,11.22,,11.22,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-23,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000524001,,5076739000000168543,bank,expense,,,9.62,,9.62,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-25,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000531001,,5076739000000168543,bank,expense,,,19.13,,19.13,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-27,4201-Office Supplies,"P1103.4-SoFi Checking
Vendor Name : Amazon",5076739000000535047,,5076739000000168543,bank,expense,,,42.36,,42.36,5076739000000090007,5076739000000000442,,USD,expense,expense
2024-10-01,4203-Software Subscription,"1104-SRV1
Vendor Name : Zoho Corporation",5076739000000470133,,5076739000000198007,bank,expense,,,66.77,,66.77,5076739000000090051,5076739000000155001,,USD,expense,expense
2024-10-02,4203-Software Subscription,"P1103.4-SoFi Checking
Vendor Name : canva",5076739000000515657,,5076739000000168543,bank,expense,,,15,,15,5076739000000150565,5076739000000155001,,USD,expense,expense
2024-10-06,4203-Software Subscription,P1103.4-SoFi Checking,5076739000000526033,,5076739000000168543,bank,expense,,,21.39,,21.39,-1,5076739000000155001,,USD,expense,expense
2024-10-16,4203-Software Subscription,1104-SRV1,5076739000000525627,,5076739000000198007,bank,expense,,,1.07,,1.07,-1,5076739000000155001,,USD,expense,expense
2024-10-09,4700-Taxes-Licenses,1104-SRV1,5076739000000502729,,5076739000000198007,bank,expense,,,10,,10,-1,5076739000000227001,,USD,expense,expense
2024-10-10,4700-Taxes-Licenses,"1104-SRV1
Vendor Name : IN BIZ Conv. Fee",5076739000000502363,,5076739000000198007,bank,expense,,,1,,1,5076739000000091093,5076739000000227001,,USD,expense,expense
2024-10-04,4800-Travel Expense,"1104-SRV1
Vendor Name : Expedia",5076739000000525271,,5076739000000198007,bank,expense,,,168.3,,168.3,5076739000000525259,5076739000000000418,,USD,expense,expense
2024-10-05,4800-Travel Expense,"1104-SRV1
Vendor Name : Motel 6",5076739000000525435,,5076739000000198007,bank,expense,,,40,,40,5076739000000525423,5076739000000000418,,USD,expense,expense
2024-10-06,4800-Travel Expense,"1104-SRV1
Vendor Name : Uber",5076739000000502573,,5076739000000198007,bank,expense,,,19.87,,19.87,5076739000000093093,5076739000000000418,,USD,expense,expense
2024-10-06,4800-Travel Expense,"1104-SRV1
Vendor Name : Uber",5076739000000502615,,5076739000000198007,bank,expense,,,15.2,,15.2,5076739000000093093,5076739000000000418,,USD,expense,expense
2024-10-07,4800-Travel Expense,1104-SRV1,5076739000000525467,,5076739000000198007,bank,expense_refund,,,,40,-40,5076739000000525423,5076739000000000418,,USD,expense,expense
2024-10-11,4800-Travel Expense,"1104-SRV1
Vendor Name : Uber",5076739000000502319,,5076739000000198007,bank,expense,,,56.17,,56.17,5076739000000093093,5076739000000000418,,USD,expense,expense
2024-10-03,4804-Deductible Meals,"1104-SRV1
Vendor Name : DD *Doordash",5076739000000502637,,5076739000000198007,bank,expense,,,42.72,,42.72,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-04,4804-Deductible Meals,"1104-SRV1
Vendor Name : DD *Doordash",5076739000000502429,,5076739000000198007,bank,expense,,,25.47,,25.47,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-04,4804-Deductible Meals,"1104-SRV1
Vendor Name : DD *Doordash",5076739000000502451,,5076739000000198007,bank,expense,,,21.94,,21.94,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-06,4804-Deductible Meals,"1104-SRV1
Vendor Name : DD *Doordash",5076739000000502499,,5076739000000198007,bank,expense,,,2.41,,2.41,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-13,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000487023,,5076739000000168543,bank,expense,,,4.45,,4.45,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-13,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000487045,,5076739000000168543,bank,expense,,,101.57,,101.57,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-15,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000489041,,5076739000000168543,bank,expense,,,9.99,,9.99,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-15,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000489063,,5076739000000168543,bank,expense,,,33,,33,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-15,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000489085,,5076739000000168543,bank,expense,,,39.79,,39.79,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-19,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000508023,,5076739000000168543,bank,expense,,,23.07,,23.07,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-19,4804-Deductible Meals,"1104-SRV1
Vendor Name : Pizza Hut",5076739000000525585,,5076739000000198007,bank,expense,,,45.19,,45.19,5076739000000092997,5076739000000000448,,USD,expense,expense
2024-10-20,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000513001,,5076739000000168543,bank,expense,,,4.23,,4.23,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-20,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000513023,,5076739000000168543,bank,expense,,,11.25,,11.25,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-21,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000518019,,5076739000000168543,bank,expense,,,36.35,,36.35,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-24,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : DD *Doordash",5076739000000531023,,5076739000000168543,bank,expense,,,29.15,,29.15,5076739000000090135,5076739000000000448,,USD,expense,expense
2024-10-26,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000535069,,5076739000000168543,bank,expense,,,14.46,,14.46,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-27,4804-Deductible Meals,"P1103.4-SoFi Checking
Vendor Name : McDonald's",5076739000000535025,,5076739000000168543,bank,expense,,,3.68,,3.68,5076739000000090093,5076739000000000448,,USD,expense,expense
2024-10-02,4903-Telephone Expense,"1104-SRV1
Vendor Name : Mint Mobile",5076739000000525173,,5076739000000198007,bank,expense,,,5.38,,5.38,5076739000000321191,5076739000000000421,,USD,expense,expense
2024-10-03,4904-IT and Internet Expenses,"1104-SRV1
Vendor Name : SquareSpace",5076739000000525205,,5076739000000198007,bank,expense,,,20,,20,5076739000000216053,5076739000000000427,,USD,expense,expense
2024-10-04,4904-IT and Internet Expenses,"1104-SRV1
Vendor Name : Otter.ai",5076739000000525391,,5076739000000198007,bank,expense,,,16.99,,16.99,5076739000000525379,5076739000000000427,,USD,expense,expense
2024-10-08,4904-IT and Internet Expenses,"1104-SRV1
Vendor Name : OpenAi",5076739000000502841,,5076739000000198007,bank,expense,,,30,,30,5076739000000090895,5076739000000000427,,USD,expense,expense
2024-10-11,4904-IT and Internet Expenses,"1104-SRV1
Vendor Name : SquareSpace",5076739000000525543,,5076739000000198007,bank,expense,,,14,,14,5076739000000216053,5076739000000000427,,USD,expense,expense
2024-10-02,5102-Postage,"1104-SRV1
Vendor Name : Letter Stream",5076739000000525141,,5076739000000198007,bank,expense,,,8.96,,8.96,5076739000000272394,5076739000000000436,,USD,expense,expense
2024-10-03,5102-Postage,"1104-SRV1
Vendor Name : PostScan Mail",5076739000000502819,,5076739000000198007,bank,expense,,,20,,20,5076739000000209319,5076739000000000436,,USD,expense,expense
2024-10-24,5102-Postage,"1104-SRV1
Vendor Name : PostScan Mail",5076739000000533003,,5076739000000198007,bank,expense,,,20,,20,5076739000000209319,5076739000000000436,,USD,expense,expense
2024-10-03,5105P-Dues and Subscriptions,"1104-SRV1
Vendor Name : Apple.com/Bill",5076739000000502341,,5076739000000198007,bank,expense,,,21.39,,21.39,5076739000000091051,5076739000000089445,,USD,expense,other_expense
2024-10-04,5105P-Dues and Subscriptions,"P1103.4-SoFi Checking
Vendor Name : YouTube Premium",5076739000000515829,,5076739000000168543,bank,expense,,,1.99,,1.99,5076739000000353372,5076739000000089445,,USD,expense,other_expense
2024-10-12,5105P-Dues and Subscriptions,"P1103.4-SoFi Checking
Vendor Name : YouTube Premium",5076739000000515591,,5076739000000168543,bank,expense,,,1.99,,1.99,5076739000000353372,5076739000000089445,,USD,expense,other_expense
2024-10-18,5105P-Dues and Subscriptions,"1104-SRV1
Vendor Name : Apple.com/Bill",5076739000000516023,,5076739000000198007,bank,expense,,,9.99,,9.99,5076739000000091051,5076739000000089445,,USD,expense,other_expense
2024-10-22,5105P-Dues and Subscriptions,"1104-SRV1
Vendor Name : Apple.com/Bill",5076739000000525059,,5076739000000198007,bank,expense,,,13.9,,13.9,5076739000000091051,5076739000000089445,,USD,expense,other_expense
2024-10-26,5105P-Dues and Subscriptions,"P1103.4-SoFi Checking
Vendor Name : Spotify",5076739000000533127,,5076739000000168543,bank,expense,,,11.99,,11.99,5076739000000092965,5076739000000089445,,USD,expense,other_expense
2024-10-28,5105P-Dues and Subscriptions,"P1103.4-SoFi Checking
Vendor Name : Spotify",5076739000000533149,,5076739000000168543,bank,expense,,,11.99,,11.99,5076739000000092965,5076739000000089445,,USD,expense,other_expense
2024-10-04,5300-Cost of Goods Sold (COGS),"1104-SRV1
Vendor Name : BMV",5076739000000525315,,5076739000000198007,bank,expense,,,97.34,,97.34,5076739000000525303,5076739000000034003,,USD,expense,cost_of_goods_sold
2024-10-12,5300-Cost of Goods Sold (COGS),"1104-SRV1
Vendor Name : Tesla Inc Supercharger",5076739000000502099,,5076739000000198007,bank,expense,,,14.13,,14.13,5076739000000091263,5076739000000034003,,USD,expense,cost_of_goods_sold
2024-10-28,P1101-Petty Cash,P1102-Undeposited Funds,5076739000000533653,,5076739000000000358,cash,transfer_fund,,,,153.87,-153.87,-1,5076739000000000361,,USD,asset,cash
2024-10-06,P1102-Undeposited Funds,1104-SRV1,5076739000000516077,,5076739000000198007,bank,deposit,,,,19.65,-19.65,-1,5076739000000000358,,USD,asset,cash
2024-10-20,P1102-Undeposited Funds,1104-SRV1,5076739000000516045,,5076739000000198007,bank,deposit,,,,14.74,-14.74,-1,5076739000000000358,,USD,asset,cash
2024-10-21,P1102-Undeposited Funds,P1103.4-SoFi Checking,5076739000000525731,,5076739000000168543,bank,transfer_fund,,,,120,-120,-1,5076739000000000358,,USD,asset,cash
2024-10-24,P1102-Undeposited Funds,1104-SRV1,5076739000000533025,,5076739000000198007,bank,transfer_fund,,,45,,45,-1,5076739000000000358,,USD,asset,cash
2024-10-24,P1102-Undeposited Funds,1104-SRV1,5076739000000533045,,5076739000000198007,bank,transfer_fund,,,69.32,,69.32,-1,5076739000000000358,,USD,asset,cash
2024-10-24,P1102-Undeposited Funds,P1103.4-SoFi Checking,5076739000000533171,,5076739000000168543,bank,deposit,,,,67.37,-67.37,-1,5076739000000000358,,USD,asset,cash
2024-10-25,P1102-Undeposited Funds,P1103.4-SoFi Checking,5076739000000533193,,5076739000000168543,bank,deposit,,,,38.61,-38.61,-1,5076739000000000358,,USD,asset,cash
2024-10-26,P1102-Undeposited Funds,1104-SRV1,5076739000000533065,,5076739000000198007,bank,deposit,,,,39.3,-39.3,-1,5076739000000000358,,USD,asset,cash
