Record Id,Vendor Name,Phone,Email,Website,GL Account,Category,Vendor Owner.id,Created By.id,Modified By.id,Created Time,Modified Time,Street,City,State,Zip Code,Country,Description,Currency,Exchange Rate,Layout.id,Tag,Vendor Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Locked,Record Status,Email Opt Out,Unsubscribed Mode,Unsubscribed Time,Vendor Client.id
zcrm_5861855000000643004,FLUENT HOME SECURITY,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-12-19 09:02:23,,,,,,BAD DEBT,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000643005,AES Indiana,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2024-02-24 13:04:30,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-24 13:04:30,false,Available,false,,,
zcrm_5861855000000643006,ATT,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-09-23 16:27:13,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-09-23 16:27:13,false,Available,false,,,
zcrm_5861855000000643007,TMOBILE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2024-03-26 02:46:47,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-26 02:46:47,false,Available,false,,,
zcrm_5861855000000643008,FCFCU,,,https://web.baconpay.com/app/accounts-and-loans,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-10-17 02:13:44,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-10-17 02:13:44,false,Available,false,,,
zcrm_5861855000000643009,SHADOW POINTE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000643010,ALL STATE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-09-23 16:27:13,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-09-23 16:27:13,false,Available,false,,,
zcrm_5861855000000643011,CITIZENS ENERGY,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2024-03-02 07:18:46,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-02 07:18:46,false,Available,false,,,
zcrm_5861855000000643012,SQUARE,,srvpropertymanagemen356@invoices.squareup.com,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000643013,SRVTM,,CODY@SRVGROUP.CO,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000643014,ZOHO,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-21 05:52:51,2024-01-12 02:37:01,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-01-12 02:37:01,false,Available,false,,,
zcrm_5861855000000687003,Tolls By Mail,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-22 02:26:33,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000724003,MEXICAN CONSULATE OFFICES,3177617600,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-22 20:26:44,2023-12-19 09:02:23,,,,,,,USD,1.000000000,,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000791003,INDIANA HOMEOWNER ASSISTANCE FUND,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-23 18:24:21,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000791013,TDGO,7654262888,tom@wlgcc.com,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-23 23:03:30,2023-09-23 23:03:30,,,,,U.S.A,,USD,1.000000000,zcrm_5861855000000091015,,,,,,,false,Available,false,,,
zcrm_5861855000000792003,CHASE OWNERS,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-23 17:11:21,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000792016,Lab Corp,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-24 15:03:59,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000792032,XOOM HONDURAS EXPENSES,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-25 07:27:23,2024-02-23 16:32:50,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-23 16:32:50,false,Available,false,,,
zcrm_5861855000000793009,AMERICAN ACCESS,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-24 03:03:31,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000793024,NELNET STUDENT LOAN,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-25 07:23:50,2024-03-01 06:55:49,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-01 06:55:49,false,Available,false,,,
zcrm_5861855000000793029,MINT MOBILE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-25 07:26:10,2024-03-07 09:00:08,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-07 09:00:08,false,Available,false,,,
zcrm_5861855000000794010,Google Workspace (@cjr-co.com),,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-24 17:16:12,2024-06-13 10:39:00,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-06-13 10:39:00,false,Available,false,,,
zcrm_5861855000000794015,Google Workspace (SRVGroup.co),,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-24 17:20:42,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000802006,FSSA,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-23 18:43:20,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000803015,SBA SMALL BIZ LOAN,,,https://lending.sba.gov/borrower/#/,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-23 19:05:49,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000849001,INDIANA SECRETARY OF STATE INBIZ,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-25 14:52:17,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000886001,Amazon,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-26 14:54:01,2024-02-28 23:15:57,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-28 23:15:57,false,Available,false,,,
zcrm_5861855000000937005,APPLE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 18:45:49,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000937010,HUMBLE FAX,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 18:59:29,2024-03-07 09:00:08,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-07 09:00:08,false,Available,false,,,
zcrm_5861855000000937015,LETTERSTREAM,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 19:07:57,2024-06-13 10:39:00,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-06-13 10:39:00,false,Available,false,,,
zcrm_5861855000000938003,UBER,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 19:11:59,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000939001,MCDONALDS,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 18:48:56,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000940001,ZAPIER,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 18:56:28,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000000941001,SPOTIFY,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-28 19:09:01,2024-02-23 09:02:05,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-23 09:02:05,false,Available,false,,,
zcrm_5861855000000975001,INDIANA BMV,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-29 14:27:41,2024-01-18 22:49:13,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-01-18 22:49:13,false,Available,false,,,
zcrm_5861855000000976001,MICROSOFT,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-09-29 14:48:53,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001423001,Eqvista,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-11 23:49:05,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001423008,Tesla,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 00:06:09,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001423013,"INDIANA DEPARTMENT OF REVENUE (INDOR, INTIME, INTAX)",3172322240,,https://intime.dor.in.gov/,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:54:00,2023-12-19 09:02:23,100 N SENATE AVE,INDIANAPOLIS,Indiana,46204,U.S.A,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001424001,Legal Shield,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-11 23:53:58,2024-02-24 13:04:30,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-24 13:04:30,false,Available,false,,,
zcrm_5861855000001424006,FedEx,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:43:51,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001425003,IRS,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 00:01:57,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001425008,Wix,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:30:17,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001426003,Illinois Tollway,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:04:45,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001427002,ChatGpt,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:35:00,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001428001,Kailey,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 00:11:15,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001428007,Hugo Insurance,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:15:19,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001428012,Comcast,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:33:54,2024-02-28 23:15:57,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-28 23:15:57,false,Available,false,,,
zcrm_5861855000001428017,OpenAi,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:36:35,2024-03-07 09:00:08,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-07 09:00:08,false,Available,false,,,
zcrm_5861855000001428022,IRS USATaxPayment,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:37:13,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001428027,Taqueria Veracruz,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:37:58,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001429001,ADOBE,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 00:11:56,2024-03-04 08:22:52,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-03-04 08:22:52,false,Available,false,,,
zcrm_5861855000001429008,Fs Techsmith,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:28:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001429013,SRV Property Management LLC,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 03:56:07,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001431005,Servicios Rice-Velasquez Tax & MultiServices LLC,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 04:23:49,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001436003,Duke Energy,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 05:55:06,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001436008,O'Reilly,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 07:29:44,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001437005,Department of Motor Vehicles,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 08:32:44,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001440002,Rally's,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 08:35:07,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001443001,El Kiosco LLC,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 07:31:06,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001444001,Jack In The Box,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 07:31:56,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001444006,Parkmobile,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 07:32:20,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000001445002,Bpr Service Fee,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 08:33:57,2024-06-13 10:39:00,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-06-13 10:39:00,false,Available,false,,,
zcrm_5861855000001445007,Vectren Energy Pymt,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-12 08:41:57,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910016,New Jersey Turnpike Authority,19733681425,,www.ezpassnj.com,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,P.O. Box 4971,Trenton,NJ,08650,U.S.A,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910017,BMO HARRIS,18558259237,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2024-02-07 21:03:36,PO BOX 6101,Carol Stream,Il,60197,U.S.A,"BMO Harris:
Duration: 76 days.
Status: Balance confirmed.
Action: Charge-off scheduled for 120 days.
Guidance: Advised not to call after 8:41 PM.
Date: 02/07/2024.
Assistance: For further help, visit www.bmoharris.com/help.",USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-02-07 21:03:36,false,Available,false,,,
zcrm_5861855000002910018,Home Depot,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910019,Paypro Systweak,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910020,Quick Stop Liquors,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910021,Walgreens,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910022,Dunkin Donuts,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910023,IdenTrust,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910024,open ai,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910025,DeepL,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002910026,Regional Finance,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2024-01-26 07:39:39,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-01-26 07:39:39,false,Available,false,,,
zcrm_5861855000002910027,Murf.Ai,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 01:39:26,2023-12-19 09:02:23,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2023-12-19 09:02:23,false,Available,false,,,
zcrm_5861855000002911013,KANSAS TURNPIKE AUTHORITY,,,,,,zcrm_5861855000000432001,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-11-13 15:37:01,2024-01-30 10:16:19,,,,,,,USD,1.000000000,zcrm_5861855000000091015,,,,,,2024-01-30 10:16:19,false,Available,false,,,
