Record Id,Task Owner.id,Subject,Due Date,Contact Name.id,Related To.id,Status,Priority,Created By.id,Modified By.id,Created Time,Modified Time,Description,Send Notification Email,Reminder,Repeat,Currency,Exchange Rate,Closed Time,Layout.id,Tag,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Locked,Record Status,SRV Task ID,SRV1 Task Clave
zcrm_5861855000000977321,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000550201,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:39,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000121,
zcrm_5861855000000977331,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529328,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:39,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000122,
zcrm_5861855000000977341,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529327,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:40,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000123,
zcrm_5861855000000977351,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529323,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:40,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000124,
zcrm_5861855000000977361,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529322,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:40,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000125,
zcrm_5861855000000977371,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529321,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:40,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000126,
zcrm_5861855000000977381,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529319,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:41,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000127,
zcrm_5861855000000977391,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529318,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:41,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000128,
zcrm_5861855000000977401,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529317,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:41,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000129,
zcrm_5861855000000977411,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529314,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:41,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000130,
zcrm_5861855000000977421,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529307,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:42,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000131,
zcrm_5861855000000977431,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529306,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:42,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000132,
zcrm_5861855000000977441,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529304,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:42,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000133,
zcrm_5861855000000977451,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529303,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:43,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000135,
zcrm_5861855000000977461,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529302,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:43,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000136,
zcrm_5861855000000977471,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529301,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:43,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000137,
zcrm_5861855000000977481,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529297,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:43,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000138,
zcrm_5861855000000977491,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529293,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:44,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000143,
zcrm_5861855000000977501,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529292,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:44,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000144,
zcrm_5861855000000977511,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529290,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:44,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000145,
zcrm_5861855000000977521,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529287,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:44,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000146,
zcrm_5861855000000977531,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529286,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:45,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000152,
zcrm_5861855000000977541,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529284,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:45,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000153,
zcrm_5861855000000977551,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529283,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:45,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000154,
zcrm_5861855000000977561,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529275,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:45,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000155,
zcrm_5861855000000977571,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529272,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:46,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000159,
zcrm_5861855000000977581,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529270,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:46,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000160,
zcrm_5861855000000977591,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529269,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:46,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000161,
zcrm_5861855000000977601,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529266,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:46,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000162,
zcrm_5861855000000977611,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529262,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:47,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000163,
zcrm_5861855000000977621,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529260,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:47,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000164,
zcrm_5861855000000977631,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529259,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:47,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000165,
zcrm_5861855000000977641,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529257,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:47,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000166,
zcrm_5861855000000977651,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529256,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:48,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000167,
zcrm_5861855000000977661,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529254,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:48,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000168,
zcrm_5861855000000977671,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529251,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:48,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000169,
zcrm_5861855000000977681,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529248,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:48,2023-12-06 23:09:26,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:09:26,,,2023-12-06 23:09:26,,,,false,Available,SRVTSK0000170,
zcrm_5861855000000977691,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529245,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:49,2023-12-06 23:08:16,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:08:16,,,2023-12-06 23:08:16,,,,false,Available,SRVTSK0000171,
zcrm_5861855000000977701,zcrm_5861855000000432001,Case Closed Review,2023-10-02,,zcrm_5861855000000529244,Completed,High,zcrm_5861855000000432001,zcrm_5861855000000432001,2023-10-01 20:35:49,2023-12-06 23:08:16,,true,2023-10-02 16:30:00,,USD,1.000000000,2023-12-06 23:08:16,,,2023-12-06 23:08:16,,,,false,Available,SRVTSK0000172,
